"","Reviewer","Number","Authors","Title","Pub.year","URL","Species","Site","Latitude","Longitude","Loc.method","Month","Sample.year","Primer.note","Locus","Cross.species","Sample.Size","loc","Ocean","He.all","adj.He"
"12","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867018","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST149 ",FALSE,24,"2_-19.176_146.809","Pacific",0.6,0.643501108793284
"13","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867019","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST164 ",FALSE,24,"2_-19.176_146.809","Pacific",0.91,1.14328406185003
"14","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867020","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST165 ",FALSE,24,"2_-19.176_146.809","Pacific",0.57,0.606505855213087
"15","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867021","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST171 ",FALSE,24,"2_-19.176_146.809","Pacific",0.77,0.87884115166858
"16","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867022","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST181 ",FALSE,24,"2_-19.176_146.809","Pacific",0.22,0.221814470496794
"17","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867023","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST196 ",FALSE,24,"2_-19.176_146.809","Pacific",0.85,1.01598529381483
"18","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867024","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST245 ",FALSE,24,"2_-19.176_146.809","Pacific",0.23,0.232077682862713
"19","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867025","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"EST254 ",FALSE,24,"2_-19.176_146.809","Pacific",0.82,0.961411018764102
"20","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867026","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS005 ",FALSE,22,"2_-19.176_146.809","Pacific",0.82,0.961411018764102
"21","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867027","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS035 ",FALSE,24,"2_-19.176_146.809","Pacific",0.87,1.05520232054881
"22","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867028","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS051 ",FALSE,24,"2_-19.176_146.809","Pacific",0.86,1.03526967248051
"23","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867029","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS079 ",FALSE,24,"2_-19.176_146.809","Pacific",0.71,0.789498209346172
"24","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867030","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS092 ",FALSE,24,"2_-19.176_146.809","Pacific",0.93,1.19441284447717
"25","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867031","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS101 ",FALSE,24,"2_-19.176_146.809","Pacific",0.88,1.075862200454
"26","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867032","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS107 ",FALSE,23,"2_-19.176_146.809","Pacific",0.89,1.09734516952283
"27","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867033","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS112 ",FALSE,24,"2_-19.176_146.809","Pacific",0.73,0.81832195063156
"28","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867034","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS116 ",FALSE,24,"2_-19.176_146.809","Pacific",0.88,1.075862200454
"29","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867035","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS131 ",FALSE,24,"2_-19.176_146.809","Pacific",0.65,0.707584436725356
"30","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867036","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS134 ",FALSE,24,"2_-19.176_146.809","Pacific",0.67,0.734208787453359
"31","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867037","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS145 ",FALSE,23,"2_-19.176_146.809","Pacific",0.92,1.16808048521424
"32","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867038","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS152 ",FALSE,24,"2_-19.176_146.809","Pacific",0.76,0.863313115015554
"33","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867039","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS153 ",FALSE,24,"2_-19.176_146.809","Pacific",0.64,0.694498265626556
"34","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867040","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS189 ",FALSE,24,"2_-19.176_146.809","Pacific",0.75,0.848062078981481
"35","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867041","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS196 ",FALSE,24,"2_-19.176_146.809","Pacific",0.78,0.894665817234235
"36","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867042","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS205 ",FALSE,23,"2_-19.176_146.809","Pacific",0.57,0.606505855213087
"37","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867043","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS211 ",FALSE,24,"2_-19.176_146.809","Pacific",0.61,0.656060590924923
"38","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867044","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS217 ",FALSE,24,"2_-19.176_146.809","Pacific",0.63,0.681553211563117
"39","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867045","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS227 ",FALSE,24,"2_-19.176_146.809","Pacific",0.83,0.979107684368353
"40","RB",2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,"https://academic.oup.com/jhered/article-abstract/100/3/329/867046","Acropora millepora","MI",-19.176,146.809,"estimate","November",2007,TRUE,"WGS229 ",FALSE,24,"2_-19.176_146.809","Pacific",0.7,0.775397496610753
"41","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS166",FALSE,40,"4_26.1841_127.2747","Pacific",0.559,0.593179280303874
"42","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"SM181",FALSE,40,"4_26.1841_127.2747","Pacific",0.893,1.10396753624338
"43","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS182",FALSE,40,"4_26.1841_127.2747","Pacific",0.925,1.18103559399742
"44","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS8",FALSE,40,"4_26.1841_127.2747","Pacific",0.492,0.514385544568574
"45","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"Amil2_8",TRUE,40,"4_26.1841_127.2747","Pacific",0.404,0.415885382254384
"46","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora digitifera","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"Amil2_22",TRUE,40,"4_26.1841_127.2747","Pacific",0.869,1.05317775066099
"47","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS166",TRUE,42,"4_26.1841_127.2747","Pacific",0.866,1.04714674586307
"48","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"SM181",TRUE,42,"4_26.1841_127.2747","Pacific",0.905,1.13137972133862
"49","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS182",TRUE,42,"4_26.1841_127.2747","Pacific",0.878,1.07166772666749
"50","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"MS8",TRUE,42,"4_26.1841_127.2747","Pacific",0.024,0.0240023045974016
"51","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"Amil2_8",TRUE,42,"4_26.1841_127.2747","Pacific",0.215,0.216691829841911
"52","RB",4,"Y Nakajima, A Nishikawa, A Iguchi…","Novel and cross-species amplifiable microsatellite markers in two Acropora species",2009,"https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/","Acropora sp. 1","Sunashiro",26.1841,127.2747,"estimate",NA,NA,TRUE,"Amil2_22",TRUE,42,"4_26.1841_127.2747","Pacific",0.564,0.59922176813665
"53","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.304","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_002",TRUE,23,"67_-5.16_150.54","Pacific",0.849,1.01408987515041
"54","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.305","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_006",TRUE,23,"67_-5.16_150.54","Pacific",0.691,0.762871543436226
"55","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.306","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_028",TRUE,23,"67_-5.16_150.54","Pacific",0.509,0.534022635461391
"56","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.307","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_23",TRUE,23,"67_-5.16_150.54","Pacific",0.778,0.891476138658278
"57","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.308","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_007",TRUE,22,"67_-5.16_150.54","Pacific",0.478,0.498376326816384
"58","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.309","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_010",TRUE,25,"67_-5.16_150.54","Pacific",0.728,0.815400163757534
"59","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.310","Acropora microphthalma","Kimbe Bay",-5.16,150.54,"estimate",NA,NA,FALSE,"Amil2_12",TRUE,25,"67_-5.16_150.54","Pacific",0.406,0.418072808850458
"60","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.311","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_002",TRUE,22,"67_-4.63_55.49","Indian",0.747,0.843538093238726
"61","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.312","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_006",TRUE,22,"67_-4.63_55.49","Indian",0.638,0.691898182137035
"62","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.313","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_028",TRUE,22,"67_-4.63_55.49","Indian",0.787,0.905931195601237
"63","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.314","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_23",TRUE,22,"67_-4.63_55.49","Indian",0.575,0.612604148048622
"64","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.315","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_007",TRUE,22,"67_-4.63_55.49","Indian",0.702,0.77820191495678
"65","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.316","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_010",TRUE,22,"67_-4.63_55.49","Indian",0.778,0.891476138658278
"66","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.317","Acropora microphthalma","Seychelles",-4.63,55.49,"estimate",NA,NA,FALSE,"Amil2_12",TRUE,22,"67_-4.63_55.49","Indian",0.635,0.688008520035202
"67","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.318","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_002",TRUE,19,"67_-0.57_73.15","Indian",0.661,0.722150627621424
"68","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.319","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_006",TRUE,19,"67_-0.57_73.15","Indian",0.726,0.81248741401058
"69","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.320","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_028",TRUE,19,"67_-0.57_73.15","Indian",0.74,0.833070358341648
"70","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.321","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_23",TRUE,19,"67_-0.57_73.15","Indian",0.35,0.35757110364551
"71","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.322","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_007",TRUE,19,"67_-0.57_73.15","Indian",0.56,0.594385800001062
"72","RB",67,"ZT Richards, MJH van Oppen","Rarity and genetic diversity in Indo–Pacific Acropora corals",2012,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.323","Acropora microphthalma","Maldives",-0.57,73.15,"estimate",NA,NA,FALSE,"Amil2_010",TRUE,19,"67_-0.57_73.15","Indian",0.738,0.830101696801319
